"species_marker_id,""species_id"",""database_id"",""marker_id"",""sequence_id"""
"17244,17168,0,0,""RMNH.CRUS.D.33791"""
"17245,17168,0,0,""RMNH.CRUS.D.33792"""
"17246,17168,0,0,""RMNH.CRUS.D.35328"""
"17247,17171,0,0,""RMNH.MAM.41367"""
"17248,17171,0,0,""RMNH.MAM.45016.a"""
"17249,17171,0,0,""RMNH.MAM.45016.d"""
"17250,17171,0,0,""RMNH.MAM.45229"""
"17251,17171,0,0,""RMNH.MAM.55066.a"""
"17252,17171,0,0,""RMNH.MAM.55066.c"""
"17253,17171,0,0,""RMNH.MAM.55066.d"""
"17254,17171,0,0,""ZMA.MAM.28423"""
"17255,17176,0,0,""RMNH.INS.686148"""
"17256,17176,0,0,""RMNH.INS.686247"""
"17257,17177,0,0,""RMNH.INS.686343"""
"17258,17177,0,0,""RMNH.INS.686513"""
"17259,17178,0,0,""RMNH.INS.686245"""
"17260,17178,0,0,""RMNH.INS.686505"""
"17261,17360,0,0,""RMNH.INS.1102728"""
"17262,17360,0,0,""RMNH.INS.1102761"""
"17263,17360,0,0,""RMNH.INS.1102778"""
"17264,17360,0,0,""RMNH.INS.1102780"""
"17265,17360,0,0,""RMNH.INS.1102792"""
"17266,17380,0,0,""RMNH.INS.859039"""
"17267,17380,0,0,""RMNH.INS.859040"""
"17268,17381,0,0,""RMNH.INS.763573"""
"17269,17381,0,0,""RMNH.INS.763574"""
"17270,17381,0,0,""RMNH.INS.763584"""
"17271,17381,0,0,""RMNH.INS.763633"""
"17272,17381,0,0,""RMNH.INS.763673"""
"17273,17381,0,0,""RMNH.INS.763682"""
"17274,17381,0,0,""RMNH.INS.763715"""
"17275,17381,0,0,""RMNH.INS.763718"""
"17276,17381,0,0,""RMNH.INS.763732"""
"17277,17381,0,0,""RMNH.INS.763743"""
"17278,17384,0,0,""RMNH.ACA.P.75007"""
"17279,17384,0,0,""RMNH.ACA.UT.72"""
"17280,17385,0,0,""RMNH.ACA.P.75009"""
"17281,17385,0,0,""RMNH.ACA.P.8842"""
"17282,17385,0,0,""RMNH.ACA.P.8843"""
"17283,17386,0,0,""RMNH.ACA.UT.76"""
"17284,17387,0,0,""RMNH.ACA.P.32652"""
"17285,17387,0,0,""RMNH.ACA.P.32654"""
"17286,17387,0,0,""RMNH.ACA.P.32656"""
"17287,17387,0,0,""RMNH.ACA.P.32657"""
"17288,17387,0,0,""RMNH.ACA.P.32673"""
"17289,17387,0,0,""RMNH.ACA.P.32678"""
"17290,17387,0,0,""RMNH.ACA.P.32679"""
"17291,17387,0,0,""RMNH.ACA.P.33818"""
"17292,17387,0,0,""RMNH.ACA.P.33819"""
"17293,17387,0,0,""RMNH.ACA.P.75029"""
"17294,17391,0,0,""RMNH.INS.836340"""
"17295,17391,0,0,""RMNH.INS.836341"""
"17296,17391,0,0,""RMNH.INS.836342"""
"17297,17391,0,0,""RMNH.INS.836343"""
"17298,17391,0,0,""RMNH.INS.836344"""
"17299,17391,0,0,""RMNH.INS.865005"""
"17300,17391,0,0,""RMNH.INS.865009"""
"17301,17391,0,0,""RMNH.INS.865010"""
"17302,17392,0,0,""RMNH.INS.836347"""
"17303,17392,0,0,""RMNH.INS.836348"""
"17304,17392,0,0,""RMNH.INS.836351"""
"17305,17392,0,0,""RMNH.INS.836352"""
"17306,17392,0,0,""RMNH.INS.836353"""
"17307,17392,0,0,""RMNH.INS.836357"""
"17308,17393,0,0,""RMNH.INS.836361"""
"17309,17393,0,0,""RMNH.INS.836362"""
"17310,17393,0,0,""RMNH.INS.836370"""
"17311,17393,0,0,""RMNH.INS.865012"""
"17312,17398,0,0,""RMNH.VER.UT.3959"""
"17313,17413,0,0,""ZMA.INS.925172"""
"17314,17413,0,0,""ZMA.INS.925176"""
"17315,17413,0,0,""ZMA.INS.925177"""
"17316,17413,0,0,""ZMA.INS.925178"""
"17317,17413,0,0,""ZMA.INS.925186"""
"17318,17413,0,0,""ZMA.INS.925452"""
"17319,17413,0,0,""ZMA.INS.925603"""
"17320,17413,0,0,""ZMA.INS.925636"""
"17321,17419,0,0,""RMNH.INS.1056736"""
"17322,17419,0,0,""RMNH.INS.1056746"""
"17323,17419,0,0,""RMNH.INS.1056754"""
"17324,17419,0,0,""RMNH.INS.1056761"""
"17325,17419,0,0,""RMNH.INS.1056765"""
"17326,17422,0,0,""ZMA.INS.1094621"""
"17327,17422,0,0,""ZMA.INS.1094632"""
"17328,17422,0,0,""ZMA.INS.1094635"""
"17329,17422,0,0,""ZMA.INS.1094659"""
"17330,17422,0,0,""ZMA.INS.1094660"""
"17331,17422,0,0,""ZMA.INS.1094667"""
"17332,17422,0,0,""ZMA.INS.1094685"""
"17333,17422,0,0,""ZMA.INS.1094713"""
"17334,17422,0,0,""ZMA.INS.1094720"""
"17335,17422,0,0,""ZMA.INS.1094723"""
"17336,17424,0,0,""RMNH.INS.691422"""
"17337,17424,0,0,""RMNH.INS.691449"""
"17338,17424,0,0,""RMNH.INS.691465"""
"17339,17424,0,0,""RMNH.INS.691467"""
"17340,17424,0,0,""RMNH.INS.691472"""
"17341,17424,0,0,""RMNH.INS.691480"""
"17342,17424,0,0,""RMNH.INS.691497"""
"17343,17424,0,0,""RMNH.INS.691506"""
"17344,17424,0,0,""RMNH.INS.691508"""
"17345,17424,0,0,""ZMA.INS.915618"""
"17346,17425,0,0,""RGM.944374"""
"17347,17425,0,0,""RMNH.MOL.AD.23601"""
"17348,17426,0,0,""RMNH.MOL.AD.20190"""
"17349,17446,0,0,""RMNH.AVES.11439"""
"17350,17446,0,0,""RMNH.AVES.77270.b"""
"17351,17446,0,0,""ZMA.AVES.30972"""
"17352,17447,0,0,""RMNH.AVES.61919"""
"17353,17447,0,0,""RMNH.AVES.77271.b"""
"17354,17447,0,0,""ZMA.AVES.17674"""
"17355,17447,0,0,""ZMA.AVES.4040"""
"17356,17447,0,0,""ZMA.AVES.41649"""
"17357,17447,0,0,""ZMA.AVES.49142"""
"17358,17447,0,0,""ZMA.AVES.51221.b"""
"17359,17453,0,0,""RMNH.AVES.166312"""
"17360,17453,0,0,""RMNH.AVES.166335"""
"17361,17453,0,0,""ZMA.AVES.12261"""
"17362,17453,0,0,""ZMA.AVES.8683"""
"17363,17459,0,0,""RGM.176185"""
"17364,17459,0,0,""RGM.176833"""
"17365,17459,0,0,""RGM.176834"""
"17366,17460,0,0,""ZMA.MOLL.113611"""
"17367,17460,0,0,""ZMA.MOLL.161943.3"""
"17368,17460,0,0,""ZMA.MOLL.202819"""
"17369,17463,0,0,""RMNH.INS.765270"""
"17370,17463,0,0,""RMNH.INS.765293"""
"17371,17467,0,0,""RMNH.INS.755501"""
"17372,17467,0,0,""RMNH.INS.755506"""
"17373,17467,0,0,""RMNH.INS.755510"""
"17374,17467,0,0,""RMNH.INS.755516"""
"17375,17467,0,0,""RMNH.INS.755518"""
"17376,17467,0,0,""RMNH.INS.755532"""
"17377,17467,0,0,""RMNH.INS.755537"""
"17378,17467,0,0,""RMNH.INS.755812"""
"17379,17467,0,0,""RMNH.INS.755816"""
"17380,17467,0,0,""RMNH.INS.755830"""
"17381,17470,1,1,""11747600"""
"17382,17470,1,1,""11747602"""
"17383,17472,0,0,""RMNH.INS.770347"""
"17384,17472,0,0,""RMNH.INS.771420"""
"17385,17472,0,0,""RMNH.INS.771427"""
"17386,17472,0,0,""RMNH.INS.771432"""
"17387,17472,0,0,""RMNH.INS.771473"""
"17388,17472,0,0,""RMNH.INS.771489"""
"17389,17472,0,0,""RMNH.INS.771490"""
"17390,17472,0,0,""RMNH.INS.771569"""
"17391,17472,0,0,""RMNH.INS.771571"""
"17392,17472,0,0,""RMNH.INS.771575"""
"17393,17474,0,0,""RMNH.ACA.P.692"""
"17394,17481,0,0,""RMNH.MOL.343528"""
"17395,17481,0,0,""RMNH.MOL.AD.10178"""
"17396,17481,0,0,""RMNH.MOL.AD.10467"""
"17397,17481,0,0,""RMNH.MOL.AD.12024"""
"17398,17481,0,0,""RMNH.MOL.AD.16750"""
"17399,17481,0,0,""RMNH.MOL.AD.18443"""
"17400,17481,0,0,""RMNH.MOL.AD.18626"""
"17401,17481,0,0,""RMNH.MOL.AD.736"""
"17402,17481,0,0,""RMNH.MOL.AD.9546"""
"17403,17482,0,0,""RMNH.INS.769027"""
"17404,17482,0,0,""RMNH.INS.769040"""
"17405,17482,0,0,""RMNH.INS.769044"""
"17406,17482,0,0,""RMNH.INS.769062"""
"17407,17482,0,0,""RMNH.INS.769063"""
"17408,17482,0,0,""RMNH.INS.769066"""
"17409,17482,0,0,""RMNH.INS.769072"""
"17410,17482,0,0,""RMNH.INS.769078"""
"17411,17482,0,0,""RMNH.INS.769082"""
"17412,17482,0,0,""RMNH.INS.769087"""
"17413,17483,0,0,""RMNH.AVES.162054"""
"17414,17483,0,0,""RMNH.AVES.255597"""
"17415,17483,0,0,""RMNH.AVES.8844"""
"17416,17483,0,0,""ZMA.AVES.39247"""
"17417,17483,0,0,""ZMA.AVES.58437"""
"17418,17486,0,0,""RMNH.5070451.a"""
"17419,17486,0,0,""RMNH.MAM.16406.a"""
"17420,17486,0,0,""ZMA.MAM.10755.b"""
"17421,17486,0,0,""ZMA.MAM.15638.a"""
"17422,17486,0,0,""ZMA.MAM.15638.b"""
"17423,17486,0,0,""ZMA.MAM.15943.a"""
"17424,17486,0,0,""ZMA.MAM.22777"""
"17425,17486,0,0,""ZMA.MAM.24480"""
"17426,17486,0,0,""ZMA.MAM.25001"""
"17427,17486,0,0,""ZMA.MAM.25266"""
"17428,17487,0,0,""RMNH.ACA.P.1201"""
"17429,17487,0,0,""RMNH.ACA.P.1202"""
"17430,17487,0,0,""RMNH.ACA.P.1203"""
"17431,17487,0,0,""RMNH.ACA.P.1204"""
"17432,17487,0,0,""RMNH.ACA.P.1205"""
"17433,17487,0,0,""RMNH.ACA.P.1206"""
"17434,17487,0,0,""RMNH.ACA.P.48367"""
"17435,17487,0,0,""RMNH.ACA.P.48369"""
"17436,17487,0,0,""RMNH.ACA.P.48373"""
"17437,17487,0,0,""RMNH.ACA.P.48377"""
"17438,17488,0,0,""ZMA.COEL.7640"""
"17439,17488,0,0,""ZMA.COEL.7662"""
"17440,17488,0,0,""ZMA.COEL.7668"""
"17441,17489,0,0,""RMNH.ACA.P.4371"""
"17442,17489,0,0,""RMNH.ACA.P.4372"""
"17443,17489,0,0,""RMNH.ACA.P.4373"""
"17444,17489,0,0,""RMNH.ACA.P.4374"""
"17445,17500,0,0,""RMNH.INS.744245"""
"17446,17500,0,0,""RMNH.INS.744282"""
"17447,17513,0,0,""RMNH.INS.744292"""
"17448,17513,0,0,""RMNH.INS.744301"""
"17449,17513,0,0,""RMNH.INS.744305"""
"17450,17522,0,0,""RMNH.INS.744231"""
"17451,17547,0,0,""RMNH.CRUS.A.325"""
"17452,17547,0,0,""ZMA.CRUS.A.103849"""
"17453,17547,0,0,""ZMA.CRUS.A.103928"""
"17454,17547,0,0,""ZMA.CRUS.A.104689"""
"17455,17547,0,0,""ZMA.CRUS.A.105029"""
"17456,17547,0,0,""ZMA.CRUS.A.105303"""
"17457,17547,0,0,""ZMA.CRUS.A.109138"""
"17458,17547,0,0,""ZMA.CRUS.A.400890"""
"17459,17550,1,2,""6073129"""
"17460,17551,0,0,""RMNH.INS.373623"""
"17461,17551,0,0,""RMNH.INS.373633"""
"17462,17551,0,0,""RMNH.INS.373637"""
"17463,17551,0,0,""RMNH.INS.373654"""
"17464,17551,0,0,""RMNH.INS.373658"""
"17465,17551,0,0,""RMNH.INS.373669"""
"17466,17551,0,0,""RMNH.INS.373679"""
"17467,17551,0,0,""RMNH.INS.373692"""
"17468,17551,0,0,""RMNH.INS.373698"""
"17469,17551,0,0,""RMNH.INS.373703"""
"17470,17560,0,0,""RMNH.INS.705076"""
"17471,17561,0,0,""RMNH.INS.705643"""
"17472,17562,0,0,""RMNH.INS.704835"""
"17473,17562,0,0,""RMNH.INS.704849"""
"17474,17562,0,0,""RMNH.INS.705108"""
"17475,17562,0,0,""RMNH.INS.705120"""
"17476,17562,0,0,""RMNH.INS.705154"""
"17477,17564,0,0,""RMNH.INS.705077"""
"17478,17565,0,0,""RMNH.INS.705099"""
"17479,17565,0,0,""RMNH.INS.705105"""
"17480,17566,0,0,""RMNH.DIP.1703"""
"17481,17566,0,0,""RMNH.DIP.1704"""
"17482,17566,0,0,""RMNH.DIP.1730"""
"17483,17566,0,0,""RMNH.DIP.1731"""
"17484,17567,0,0,""RMNH.DIP.1677"""
"17485,17567,0,0,""RMNH.DIP.1764"""
"17486,17567,0,0,""RMNH.DIP.1765"""
"17487,17567,0,0,""RMNH.DIP.1766"""
"17488,17583,0,0,""RMNH.INS.719447"""
"17489,17583,0,0,""RMNH.INS.719470"""
"17490,17583,0,0,""RMNH.INS.719479"""
"17491,17583,0,0,""RMNH.INS.719500"""
"17492,17583,0,0,""RMNH.INS.719540"""
"17493,17584,0,0,""RMNH.INS.719685"""
"17494,17584,0,0,""RMNH.INS.719692"""
"17495,17584,0,0,""RMNH.INS.719719"""
"17496,17584,0,0,""RMNH.INS.719741"""
"17497,17584,0,0,""RMNH.INS.719778"""
"17498,17585,0,0,""RMNH.INS.UT.228"""
"17499,17585,0,0,""RMNH.INS.UT.229"""
"17500,17585,0,0,""RMNH.INS.UT.230"""
"17501,17585,0,0,""RMNH.INS.UT.231"""
"17502,17585,0,0,""RMNH.INS.UT.232"""
"17503,17585,0,0,""RMNH.INS.UT.233"""
"17504,17585,0,0,""RMNH.INS.UT.234"""
"17505,17585,0,0,""RMNH.INS.UT.235"""
"17506,17585,0,0,""RMNH.INS.UT.236"""
"17507,17585,0,0,""RMNH.INS.UT.727"""
"17508,17586,0,0,""RMNH.AVES.155606"""
"17509,17586,0,0,""RMNH.AVES.212594"""
"17510,17586,0,0,""RMNH.AVES.212604"""
"17511,17586,0,0,""RMNH.AVES.212615"""
"17512,17586,0,0,""RMNH.AVES.212625"""
"17513,17586,0,0,""RMNH.AVES.714"""
"17514,17586,0,0,""ZMA.AVES.13"""
"17515,17586,0,0,""ZMA.AVES.3637"""
"17516,17586,0,0,""ZMA.AVES.46730"""
"17517,17586,0,0,""ZMA.AVES.59394"""
"17518,17587,0,0,""RMNH.AVES.149547"""
"17519,17587,0,0,""RMNH.AVES.149549"""
"17520,17587,0,0,""RMNH.AVES.149550"""
"17521,17587,0,0,""RMNH.AVES.149553"""
"17522,17587,0,0,""RMNH.AVES.149561"""
"17523,17587,0,0,""RMNH.AVES.165205"""
"17524,17587,0,0,""RMNH.AVES.165265"""
"17525,17587,0,0,""ZMA.AVES.39912"""
"17526,17589,0,0,""RMNH.BRY.20150"""
"17527,17593,0,0,""RMNH.INS.UT.1041"""
"17528,17593,0,0,""RMNH.INS.UT.1088"""
"17529,17593,0,0,""RMNH.INS.UT.460"""
"17530,17593,0,0,""RMNH.INS.UT.464"""
"17531,17593,0,0,""RMNH.INS.UT.469"""
"17532,17598,0,0,""RMNH.INS.728660"""
"17533,17603,0,0,""RMNH.5015496"""
"17534,17603,0,0,""RMNH.MOL.238758"""
"17535,17603,0,0,""RMNH.MOL.238759"""
"17536,17603,0,0,""RMNH.MOL.238760"""
"17537,17603,0,0,""RMNH.MOL.90655"""
"17538,17603,0,0,""ZMA.MOLL.372822"""
"17539,17604,0,0,""RMNH.CRUS.A.4394"""
"17540,17607,0,0,""RMNH.INS.858647"""
"17541,17619,0,0,""RMNH.MAM.60100"""
"17542,17621,0,0,""RMNH.MOL.AD.958"""
"17543,17621,0,0,""ZMA.MOLL.107265"""
"17544,17621,0,0,""ZMA.MOLL.131678"""
"17545,17621,0,0,""ZMA.MOLL.133402"""
"17546,17621,0,0,""ZMA.MOLL.133404"""
"17547,17621,0,0,""ZMA.MOLL.211614"""
"17548,17621,0,0,""ZMA.MOLL.212028"""
"17549,17621,0,0,""ZMA.MOLL.2163"""
"17550,17621,0,0,""ZMA.MOLL.2170"""
"17551,17621,0,0,""ZMA.MOLL.97"""
"17552,17622,0,0,""RMNH.5009165"""
"17553,17623,0,0,""RMNH.MOL.250861"""
"17554,17623,0,0,""RMNH.MOL.250874"""
"17555,17623,0,0,""RMNH.MOL.250878"""
"17556,17623,0,0,""RMNH.MOL.250893"""
"17557,17623,0,0,""RMNH.MOL.250895"""
"17558,17623,0,0,""RMNH.MOL.250903"""
"17559,17623,0,0,""RMNH.MOL.250920"""
"17560,17623,0,0,""RMNH.MOL.252316"""
"17561,17623,0,0,""ZMA.MOLL.2283145"""
"17562,17623,0,0,""ZMA.MOLL.390013"""
"17563,17624,0,0,""RMNH.AVES.255594"""
"17564,17624,0,0,""RMNH.AVES.256445"""
"17565,17624,0,0,""RMNH.AVES.92068"""
"17566,17624,0,0,""ZMA.AVES.20852"""
"17567,17624,0,0,""ZMA.AVES.22821"""
"17568,17624,0,0,""ZMA.AVES.29123"""
"17569,17624,0,0,""ZMA.AVES.31513"""
"17570,17624,0,0,""ZMA.AVES.35694"""
"17571,17624,0,0,""ZMA.AVES.4119"""
"17572,17624,0,0,""ZMA.AVES.55329"""
"17573,17625,0,0,""RMNH.AVES.20329"""
"17574,17625,0,0,""ZMA.AVES.13227"""
"17575,17625,0,0,""ZMA.AVES.51226"""
"17576,17626,0,0,""RMNH.AVES.162786"""
"17577,17626,0,0,""RMNH.AVES.24651"""
"17578,17626,0,0,""RMNH.AVES.24653"""
"17579,17626,0,0,""ZMA.AVES.13221"""
"17580,17626,0,0,""ZMA.AVES.51232.b"""
"17581,17635,0,0,""RGM.813742"""
"17582,17635,0,0,""RMNH.PISC.25993"""
"17583,17635,0,0,""RMNH.PISC.35934"""
"17584,17642,0,0,""RGM.175708"""
"17585,17642,0,0,""RGM.796265"""
"17586,17642,0,0,""RGM.799375"""
"17587,17642,0,0,""ZMA.PISC.110907"""
"17588,17642,0,0,""ZMA.PISC.113336"""
"17589,17642,0,0,""ZMA.PISC.113338"""
"17590,17644,0,0,""RMNH.ARA.18240"""
"17591,17651,0,0,""ZMA.INS.924233"""
"17592,17669,0,0,""RMNH.INS.851205"""
"17593,17670,0,0,""RMNH.INS.851169"""
"17594,17670,0,0,""RMNH.INS.851209"""
"17595,17670,0,0,""RMNH.INS.851211"""
"17596,17670,0,0,""ZMA.INS.901004"""
"17597,17678,0,0,""ZMA.INS.1168575"""
"17598,17678,0,0,""ZMA.INS.1168586"""
"17599,17678,0,0,""ZMA.INS.1168596"""
"17600,17679,1,2,""4432392"""
"17601,17679,0,0,""ZMA.INS.1169490"""
"17602,17679,0,0,""ZMA.INS.1169504"""
"17603,17679,0,0,""ZMA.INS.1169514"""
"17604,17679,0,0,""ZMA.INS.1169518"""
"17605,17679,0,0,""ZMA.INS.1169520"""
"17606,17679,0,0,""ZMA.INS.1169531"""
"17607,17679,0,0,""ZMA.INS.1169558"""
"17608,17680,0,0,""ZMA.COL.P.26237"""
"17609,17685,0,0,""ZMA.COL.P.26671"""
"17610,17685,0,0,""ZMA.COL.P.26763"""
"17611,17685,0,0,""ZMA.COL.P.26791"""
"17612,17685,0,0,""ZMA.COL.P.27260"""
"17613,17688,0,0,""ZMA.COL.P.26830"""
"17614,17688,0,0,""ZMA.COL.P.26836"""
"17615,17688,0,0,""ZMA.COL.P.26851"""
"17616,17688,0,0,""ZMA.COL.P.26852"""
"17617,17688,0,0,""ZMA.COL.P.26862"""
"17618,17691,0,0,""ZMA.INS.924309"""
"17619,17693,0,0,""ZMA.COL.P.26870"""
"17620,17693,0,0,""ZMA.COL.P.26880"""
"17621,17693,0,0,""ZMA.COL.P.26888"""
"17622,17693,0,0,""ZMA.COL.P.26890"""
"17623,17693,0,0,""ZMA.COL.P.26895"""
"17624,17693,0,0,""ZMA.COL.P.26908"""
"17625,17693,0,0,""ZMA.COL.P.26912"""
"17626,17693,0,0,""ZMA.COL.P.26917"""
"17627,17717,0,0,""ZMA.CRUS.F.100822"""
"17628,17718,0,0,""ZMA.CRUS.F.101180"""
"17629,17739,0,0,""ZMA.VER.205734"""
"17630,17746,0,0,""ZMA.INS.1079360"""
"17631,17746,0,0,""ZMA.INS.1079361"""
"17632,17746,0,0,""ZMA.INS.1079362"""
"17633,17746,0,0,""ZMA.INS.1079363"""
"17634,17774,0,0,""RMNH.INS.892746"""
"17635,17788,0,0,""ZMA.INS.1168849"""
"17636,17788,0,0,""ZMA.INS.1168861"""
"17637,17788,0,0,""ZMA.INS.1168869"""
"17638,17788,0,0,""ZMA.INS.1168870"""
"17639,17788,0,0,""ZMA.INS.1169016"""
"17640,17788,0,0,""ZMA.INS.1169024"""
"17641,17788,0,0,""ZMA.INS.1169116"""
"17642,17788,0,0,""ZMA.INS.1169138"""
"17643,17788,0,0,""ZMA.INS.1169139"""
"17644,17788,0,0,""ZMA.INS.1169140"""
"17645,17791,0,0,""RMNH.MAM.11450"""
"17646,17791,0,0,""RMNH.MAM.2114"""
"17647,17791,0,0,""RMNH.MAM.26120"""
"17648,17791,0,0,""RMNH.MAM.60000.a"""
"17649,17791,0,0,""RMNH.MAM.60000.b"""
"17650,17791,0,0,""RMNH.MAM.60000.c"""
"17651,17791,0,0,""RMNH.MAM.9404"""
"17652,17791,0,0,""ZMA.MAM.2721"""
"17653,17793,0,0,""ZMA.MAM.16999"""
"17654,17794,0,0,""RMNH.CRUS.E.1032"""
"17655,17794,0,0,""RMNH.CRUS.E.1045"""
"17656,17794,0,0,""RMNH.CRUS.E.1065"""
"17657,17794,0,0,""RMNH.CRUS.E.49"""
"17658,17794,0,0,""RMNH.CRUS.E.947"""
"17659,17794,0,0,""RMNH.CRUS.E.961"""
"17660,17794,0,0,""RMNH.CRUS.E.963"""
"17661,17794,0,0,""RMNH.CRUS.E.971"""
"17662,17794,0,0,""RMNH.CRUS.E.974"""
"17663,17794,0,0,""RMNH.CRUS.E.985"""
"17664,17830,0,0,""ZMA.V.PL.118.1"""
"17665,17830,0,0,""ZMA.V.PL.119"""
"17666,17830,0,0,""ZMA.V.PL.880.10"""
"17667,17830,0,0,""ZMA.V.PL.880.11"""
"17668,17830,0,0,""ZMA.V.PL.880.12"""
"17669,17830,0,0,""ZMA.V.PL.880.2"""
"17670,17830,0,0,""ZMA.V.PL.880.3"""
"17671,17830,0,0,""ZMA.V.PL.880.4"""
"17672,17830,0,0,""ZMA.V.PL.880.5"""
"17673,17838,0,0,""RMNH.ACA.P.840"""
"17674,17839,0,0,""RMNH.ACA.240"""
"17675,17848,0,0,""RGM.597283"""
"17676,17848,0,0,""RMNH.CRUS.6228"""
"17677,17848,0,0,""RMNH.CRUS.6229"""
"17678,17850,0,0,""RMNH.INS.844797"""
"17679,17850,0,0,""RMNH.INS.846127"""
"17680,17856,0,0,""RMNH.ACA.P.57110"""
"17681,17856,0,0,""RMNH.ACA.P.57111"""
"17682,17856,0,0,""RMNH.ACA.P.57115"""
"17683,17856,0,0,""RMNH.ACA.P.57119"""
"17684,17856,0,0,""RMNH.ACA.P.57122"""
"17685,17856,0,0,""RMNH.ACA.P.57123"""
"17686,17863,0,0,""ZMA.COL.P.26952"""
"17687,17863,0,0,""ZMA.COL.P.26957"""
"17688,17863,0,0,""ZMA.COL.P.26968"""
"17689,17863,0,0,""ZMA.COL.P.26988"""
"17690,17863,0,0,""ZMA.COL.P.26998"""
"17691,17863,0,0,""ZMA.COL.P.27013"""
"17692,17863,0,0,""ZMA.COL.P.27017"""
"17693,17863,0,0,""ZMA.COL.P.27024"""
"17694,17863,0,0,""ZMA.COL.P.27027"""
"17695,17863,0,0,""ZMA.COL.P.27088"""
"17696,17875,0,0,""ZMA.ACA.P.35140"""
"17697,17876,0,0,""RMNH.VER.UT.2494"""
"17698,17876,0,0,""RMNH.VER.UT.2495"""
"17699,17877,0,0,""RMNH.VER.UT.3012"""
"17700,17878,0,0,""RMNH.VER.UT.2491"""
"17701,17878,0,0,""RMNH.VER.UT.2991"""
"17702,17879,0,0,""RMNH.VER.UT.2999"""
"17703,17885,1,2,""4317177"""
"17704,17885,1,2,""4643628"""
"17705,17887,0,0,""RMNH.ARA.17799"""
"17706,17920,0,0,""RMNH.INS.704880"""
"17707,17920,0,0,""RMNH.INS.704891"""
"17708,17920,0,0,""RMNH.INS.704892"""
"17709,17920,0,0,""RMNH.INS.704893"""
"17710,17920,0,0,""RMNH.INS.704895"""
"17711,17920,0,0,""RMNH.INS.704912"""
"17712,17921,0,0,""RMNH.CRUS.A.164"""
"17713,17921,0,0,""RMNH.CRUS.A.208"""
"17714,17921,0,0,""RMNH.CRUS.A.658"""
"17715,17921,0,0,""RMNH.CRUS.A.919"""
"17716,17921,0,0,""RMNH.CRUS.A.925"""
"17717,17921,0,0,""ZMA.CRUS.A.109132"""
"17718,17925,0,0,""RMNH.INS.836431"""
"17719,17925,0,0,""RMNH.INS.836432"""
"17720,17925,0,0,""RMNH.INS.836434"""
"17721,17925,0,0,""RMNH.INS.836437"""
"17722,17925,0,0,""RMNH.INS.865083"""
"17723,17925,0,0,""RMNH.INS.865084"""
"17724,17925,0,0,""RMNH.INS.865085"""
"17725,17925,0,0,""RMNH.INS.865087"""
"17726,17925,0,0,""RMNH.INS.865088"""
"17727,17925,0,0,""RMNH.INS.865091"""
"17728,17947,0,0,""RMNH.ARA.4008"""
"17729,17948,0,0,""RMNH.INS.836438"""
"17730,17948,0,0,""RMNH.INS.836446"""
"17731,17948,0,0,""RMNH.INS.864920"""
"17732,17949,0,0,""RMNH.INS.836455"""
"17733,17949,0,0,""RMNH.INS.836462"""
"17734,17949,0,0,""RMNH.INS.864925"""
"17735,17950,0,0,""RMNH.INS.836476"""
"17736,17950,0,0,""RMNH.INS.836481"""
"17737,17950,0,0,""RMNH.INS.836493"""
"17738,17954,0,0,""ZMA.INS.925373"""
"17739,17958,0,0,""RMNH.INS.686045"""
"17740,17958,0,0,""RMNH.INS.686164"""
"17741,17958,0,0,""RMNH.INS.686253"""
"17742,17958,0,0,""RMNH.INS.686393"""
"17743,17958,0,0,""RMNH.INS.686424"""
"17744,17958,0,0,""RMNH.INS.686455"""
"17745,17958,0,0,""RMNH.INS.686459"""
"17746,17958,0,0,""RMNH.INS.686480"""
"17747,17958,0,0,""RMNH.INS.686503"""
"17748,17958,0,0,""RMNH.INS.686507"""
"17749,17959,0,0,""RMNH.VER.UT.4068"""
"17750,17962,0,0,""RMNH.COEL.P.27600"""
"17751,17977,0,0,""RMNH.INS.845802"""
"17752,17977,0,0,""RMNH.INS.846395"""
"17753,17977,0,0,""RMNH.INS.847539"""
"17754,17977,0,0,""RMNH.INS.853563"""
"17755,17980,0,0,""ZMA.INS.901685"""
"17756,17981,1,2,""4432138"""
"17757,17981,1,2,""5973534"""
"17758,17981,1,2,""5981603"""
"17759,17981,0,0,""RMNH.5003609"""
"17760,17981,0,0,""RMNH.INS.845360"""
"17761,17981,0,0,""ZMA.INS.901571"""
"17762,17981,0,0,""ZMA.INS.901572"""
"17763,17981,0,0,""ZMA.INS.901573"""
"17764,17981,0,0,""ZMA.INS.901683"""
"17765,17982,0,0,""RMNH.5003013"""
"17766,17982,0,0,""ZMA.INS.901684"""
"17767,17984,0,0,""RMNH.INS.682239"""
"17768,17986,0,0,""ZMA.INS.918584"""
"17769,17986,0,0,""ZMA.INS.918586"""
"17770,17986,0,0,""ZMA.INS.918592"""
"17771,17986,0,0,""ZMA.INS.918603"""
"17772,17986,0,0,""ZMA.INS.918607"""
"17773,17986,0,0,""ZMA.INS.918615"""
"17774,17986,0,0,""ZMA.INS.918627"""
"17775,17986,0,0,""ZMA.INS.918630"""
"17776,17986,0,0,""ZMA.INS.918632"""
"17777,17986,0,0,""ZMA.INS.918649"""
"17778,17992,1,2,""4592064"""
"17779,17992,0,0,""RMNH.ARA.10685"""
"17780,17992,0,0,""RMNH.ARA.10963"""
